,model,batch_size,epochs,dataset_size,time_to_train,time_to_retrain,time_to_predict,accuracy,name
89,CNN,128,1,32400,12.397143363952637,9.852746963500977,3.5281474590301514,0.9635999798774719,Aleks
90,RNN,128,1,33000,9.776729822158813,10.402019739151001,3.109469175338745,0.8605999946594238,Aleks
91,FNN,128,1,33000,11.971483945846558,10.529906749725342,2.7598304748535156,0.9067000150680542,Aleks
92,CNN,128,1,33000,22.31568479537964,20.745863676071167,5.2622668743133545,0.9617999792098999,Aleks
93,RNN,128,1,33600,14.071982383728027,5.548390626907349,5.233376979827881,0.8711000084877014,Aleks
94,FNN,128,1,33600,11.950201511383057,10.439966201782227,2.7239394187927246,0.9007999897003174,Aleks
95,CNN,128,1,33600,22.097963333129883,20.70382308959961,3.270612955093384,0.9625999927520752,Aleks
96,RNN,128,1,34200,10.684603691101074,10.43747091293335,10.380234241485596,0.8691999912261963,Aleks
97,FNN,128,1,34200,12.028932332992554,10.45378041267395,2.710538387298584,0.9126999974250793,Aleks
98,CNN,128,1,34200,22.282481908798218,20.687718629837036,5.295982360839844,0.9634000062942505,Aleks
99,RNN,128,1,34800,9.751453161239624,10.39973258972168,2.8755486011505127,0.8522999882698059,Aleks
100,FNN,128,1,34800,12.020581722259521,10.412794828414917,2.6966910362243652,0.9057000279426575,Aleks
101,CNN,128,1,34800,22.24535608291626,20.766242265701294,5.249733924865723,0.9646000266075134,Aleks
